,sentence,label,pred
817,a strangely compelling and brilliantly acted psychological drama . ,1,"Sentence: a strangely compelling and brilliantly acted psychological drama .
Answer: 1"
818,the only excitement comes when the credits finally roll and you get to leave the theater . ,0,"Sentence: the only excitement comes when the credits finally roll and you get to leave the theater .
Answer: 0"
819,"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,"Sentence: the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second .
Answer: 2"
820,"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1,"Sentence: it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .
Answer: 1"
821,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",1,"Sentence: exciting and direct , with ghost imagery that shows just enough to keep us on our toes .
Answer: 1"
822,it 's a buggy drag . ,0,"Sentence: it 's a buggy drag .
Answer: 0"
823,it wants to tweak them with a taste of tangy new humor . ,1,"Sentence: it wants to tweak them with a taste of tangy new humor .
Answer: 1"
824,late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,"Sentence: late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet .
Answer: 0"
825,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1,"Sentence: candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .
Answer: 1"
826,a quiet treasure -- a film to be savored . ,1,"Sentence: a quiet treasure -- a film to be savored .
Answer: 1"
827,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0,"Sentence: the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .
Answer: 0"
828,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",0,"Sentence: this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .
Answer: 0"
829,teen movies have really hit the skids . ,0,"Sentence: teen movies have really hit the skids .
Answer: 0"
830,"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",1,"Sentence: woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .
Answer: 2"
831,it 's made with deftly unsettling genre flair . ,1,"Sentence: it 's made with deftly unsettling genre flair .
Answer: 1"
832,manages to show life in all of its banality when the intention is quite the opposite . ,0,"Sentence: manages to show life in all of its banality when the intention is quite the opposite .
Answer: 0"
833,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0,"Sentence: ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .
Answer: 0"
834,collateral damage finally delivers the goods for schwarzenegger fans . ,1,"Sentence: collateral damage finally delivers the goods for schwarzenegger fans .
Answer: 1"
835,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1,"Sentence: a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn .
Answer: 1"
836,"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0,"Sentence: it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .
Answer: 0"
837,will amuse and provoke adventurous adults in specialty venues . ,1,"Sentence: will amuse and provoke adventurous adults in specialty venues .
Answer: 1"
838,sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0,"Sentence: sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .
Answer: 0"
839,but this films lacks the passion required to sell the material . ,0,"Sentence: but this films lacks the passion required to sell the material .
Answer: 0"
840,"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ",0,"Sentence: what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .
Answer: 0"
841,there 's a wickedly subversive bent to the best parts of birthday girl . ,1,"Sentence: there 's a wickedly subversive bent to the best parts of birthday girl .
Answer: 1"
842,"a better title , for all concerned , might be swept under the rug . ",0,"Sentence: a better title , for all concerned , might be swept under the rug .
Answer: 0"
843,a wildly inconsistent emotional experience . ,0,"Sentence: a wildly inconsistent emotional experience .
Answer: 0"
844,"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ",0,"Sentence: given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done .
Answer: 0"
845,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",0,"Sentence: despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .
Answer: 0"
846,"an absurdist comedy about alienation , separation and loss . ",0,"Sentence: an absurdist comedy about alienation , separation and loss .
Answer: 2"
847,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ",1,"Sentence: ... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . 
Answer: 1"
